id_transaksi,id_rekening,nama,alamat,jumlah_pinjaman,pendapatan_bulanan,usia_nasabah,status_pekerjaan,Credit_Score,riwayat_kredit,tanggal_data
763,953362869,Fidelio Cadman,13 Carberry Crossing,11000000,13000000,20,karyawan_swasta,749,baik,2025-03-20
764,936166271,Tansy Derricoat,7144 5th Road,9000000,10000000,50,wirausaha,703,baik,2024-11-23
765,998561071,Raine Chiplin,99 Moose Court,15000000,17000000,31,wirausaha,650,buruk,2025-03-31
766,957885151,Evan Menear,27 Anhalt Junction,7000000,6000000,18,wirausaha,659,buruk,2025-02-25
767,972890914,Julia Rennebeck,006 Hovde Way,13000000,15000000,35,wirausaha,817,baik,2025-06-08
768,907684973,Ramonda Climar,7727 Briar Crest Junction,16000000,18000000,36,wirausaha,812,baik,2024-11-10
769,990122485,Nickolai O'Regan,44565 Forest Pass,12000000,14000000,28,karyawan_swasta,819,baik,2024-12-22
770,936779049,Jamison Tothe,8 Moland Court,8000000,9000000,56,karyawan_swasta,741,baik,2025-02-26
771,980307968,Weston Simonyi,24698 Forest Dale Terrace,13000000,11000000,60,karyawan_swasta,784,baik,2024-11-07
772,942694640,Hedvig Thurgood,9 Summerview Plaza,8000000,7000000,18,karyawan_swasta,620,baik,2025-02-07
773,986653641,Lemar McFadin,56 3rd Center,7000000,8000000,22,karyawan_swasta,777,baik,2024-10-16
774,964484665,Willie Isham,59506 Grasskamp Trail,10000000,11000000,38,karyawan_swasta,753,baik,2024-09-29
775,908711382,Leeanne Zanuciolii,53 Eliot Plaza,9000000,10000000,23,wirausaha,681,baik,2024-11-06
776,967303321,Stephannie Daens,90 Maywood Pass,13000000,11000000,33,karyawan_swasta,850,baik,2025-05-08
777,989637564,Giralda McLugish,55 Crowley Circle,11000000,12000000,37,wirausaha,684,baik,2025-05-10
778,990424626,Laurice Krahl,3 Comanche Parkway,11000000,13000000,47,wirausaha,782,baik,2025-08-06
779,924223817,Noach Wahner,4 Derek Avenue,12000000,14000000,35,wirausaha,796,baik,2024-10-14
780,955474957,Chauncey Whicher,39012 Anhalt Circle,11000000,12000000,32,karyawan_swasta,849,baik,2025-02-13
781,986969460,Locke Entwisle,9 Scoville Way,13000000,11000000,47,pns,619,baik,2024-10-27
782,941521405,Karel Stitwell,495 Harper Center,14000000,15000000,32,pns,784,baik,2025-08-25
783,986229457,Elyse Ricket,7904 Portage Crossing,7000000,6000000,18,pns,679,baik,2024-10-08
784,911004016,Harman Claypole,024 Jay Lane,5000000,4000000,48,wirausaha,781,baik,2025-01-06
785,904024489,Maddy Aldington,29 Lyons Court,6000000,7000000,34,karyawan_swasta,647,buruk,2025-03-25
786,939224064,Vaughn Casillas,1 Union Lane,10000000,8000000,30,wirausaha,529,buruk,2025-07-08
787,990957006,Bondie Racine,016 Summerview Parkway,8000000,7000000,28,wirausaha,676,baik,2025-04-11
788,937897554,Gratia Short,16 Upham Way,14000000,16000000,50,wirausaha,641,baik,2024-09-23
789,940243123,Marylee Caldicot,81013 Barnett Road,8000000,9000000,42,pns,744,baik,2025-07-27
790,909994154,Duncan Prickett,95 Anhalt Court,8000000,9000000,36,wirausaha,539,baik,2024-12-03
791,987363196,Elysha Pauley,2 Summer Ridge Parkway,8000000,7000000,56,wirausaha,593,baik,2025-07-16
792,959320137,Raddie Rathbone,9 Leroy Point,9000000,10000000,32,karyawan_swasta,714,baik,2024-12-27
793,992047390,Hephzibah Readwin,63532 Schiller Drive,5000000,6000000,37,wirausaha,597,baik,2025-02-15
794,985906469,Crystie Matushevitz,3860 Macpherson Trail,10000000,9000000,32,wirausaha,696,baik,2025-03-20
795,976414795,Oates Leeds,7205 Oak Avenue,10000000,11000000,52,wirausaha,678,baik,2024-09-23
796,988611140,Lyndell Gaenor,23 Morning Plaza,11000000,10000000,55,wirausaha,636,baik,2025-02-19
797,940369103,Inglis Enright,70 Artisan Park,11000000,9000000,46,wirausaha,765,buruk,2025-07-02
798,908774754,Lesley Robbie,02978 Mayfield Point,6000000,7000000,57,karyawan_swasta,593,baik,2025-08-04
799,995281269,Ramona Nowakowska,92530 Barnett Place,12000000,14000000,61,wirausaha,549,baik,2024-10-30
800,953292326,Rosanna Wohler,7196 Green Place,12000000,10000000,53,wirausaha,692,baik,2025-08-28
801,936702721,Karina Reisen,7 Almo Terrace,8000000,9000000,28,wirausaha,786,baik,2025-03-04
802,939917458,Mack Sex,16 Gulseth Street,9000000,11000000,45,wirausaha,786,baik,2025-02-14
803,903768191,Rosemonde McMoyer,19 Thierer Hill,11000000,13000000,18,wirausaha,785,baik,2025-08-12
804,966093269,Augustine Meadley,475 New Castle Trail,6000000,7000000,35,wirausaha,772,baik,2025-09-06
805,961581251,Trevor Itzcovichch,833 Parkside Lane,9000000,10000000,18,karyawan_swasta,700,baik,2024-12-11
806,959050007,Danila Pegrum,78028 Westerfield Way,12000000,10000000,41,karyawan_swasta,679,baik,2025-06-16
807,997149398,Amaleta Pyle,9412 Vidon Drive,6000000,7000000,36,karyawan_swasta,753,baik,2025-08-25
808,916338979,Jacquie Lennon,421 Haas Court,11000000,12000000,67,wirausaha,765,baik,2025-04-19
809,944603635,Karlene Cullum,2815 Muir Plaza,9000000,10000000,18,wirausaha,769,baik,2024-12-20
810,995018751,Weber Greatbanks,20 Golf Crossing,9000000,10000000,57,pns,685,baik,2024-09-30
811,987484231,Ahmad Attwool,18 Mitchell Crossing,17000000,15000000,38,pns,733,baik,2024-12-26
812,992940208,Aleece McGuinness,3065 Merry Point,5000000,6000000,36,wirausaha,684,baik,2025-03-29
813,953345657,Jacky Bleackly,6021 Troy Place,12000000,14000000,60,pns,678,baik,2025-05-13
814,919456493,Ethelred Zumbusch,37006 Vahlen Circle,13000000,15000000,58,karyawan_swasta,604,buruk,2025-07-06
815,954589363,Iago Austins,711 Dixon Street,5000000,6000000,52,wirausaha,669,baik,2024-09-25
816,958563912,Wynny Giovanardi,14 Blaine Park,9000000,11000000,28,wirausaha,761,baik,2025-05-30
817,973360025,Evelyn Albarez,4725 Laurel Trail,12000000,10000000,61,pns,533,buruk,2024-09-19
818,908890702,Fidel Wherton,82 Vermont Parkway,5000000,4000000,50,pns,815,baik,2024-11-20
819,995861107,Trent Casella,60 Roth Drive,10000000,9000000,61,karyawan_swasta,573,baik,2025-08-22
820,965773847,Ozzie Huyge,14209 Pierstorff Avenue,13000000,15000000,36,pns,814,baik,2025-06-19
821,922821452,Micheil Grainger,559 Twin Pines Road,7000000,6000000,29,karyawan_swasta,788,baik,2024-12-25
822,918091094,Clem De Cruze,3 Warrior Place,10000000,11000000,24,wirausaha,561,baik,2025-05-25
823,923106601,Titos Tremmel,6946 Dorton Alley,10000000,11000000,50,karyawan_swasta,698,buruk,2025-03-17
824,964248352,Cash Ducham,5 Scoville Circle,15000000,17000000,44,wirausaha,747,baik,2024-12-01
825,957733791,Leonid Rouzet,257 Eastlawn Way,7000000,6000000,55,wirausaha,766,baik,2025-07-27
826,970873906,Durand Skepper,1 Sugar Road,16000000,18000000,77,karyawan_swasta,850,baik,2024-12-16
827,947389330,Zachery Alekseev,56 Roth Pass,6000000,5000000,36,wirausaha,764,baik,2025-01-18
828,925193254,Willette Bartleman,3632 Stone Corner Street,9000000,10000000,32,wirausaha,635,baik,2025-03-09
829,996468619,Galvin Mackro,2 Manley Parkway,5000000,4000000,29,wirausaha,776,baik,2025-03-22
830,907852897,Kitti Domengue,18074 Redwing Avenue,14000000,16000000,37,wirausaha,632,baik,2025-07-13
831,932267272,Luella Sibbson,64565 Tennessee Park,10000000,11000000,45,karyawan_swasta,781,baik,2024-11-15
832,989844848,Millicent Windas,8 Mallory Parkway,10000000,11000000,51,karyawan_swasta,695,baik,2025-06-02
833,967524127,Deane Frie,165 Blackbird Avenue,13000000,15000000,18,wirausaha,605,baik,2024-10-23
834,989660410,Jenny Hinge,3 Park Meadow Pass,11000000,13000000,37,karyawan_swasta,612,buruk,2025-03-23
835,952948591,Dean Ambrozewicz,0671 Straubel Point,9000000,10000000,52,karyawan_swasta,704,baik,2025-09-02
836,937745472,Melisandra Jedrasik,2 Clyde Gallagher Crossing,14000000,16000000,66,pns,696,buruk,2025-07-28
837,972814493,Cayla McKimmey,5 South Park,10000000,12000000,38,wirausaha,715,baik,2025-02-19
838,945837469,Guthrey Bohlmann,1951 Rigney Street,10000000,12000000,49,karyawan_swasta,744,baik,2025-08-29
839,950571061,Berna Pagen,1781 Blue Bill Park Parkway,11000000,9000000,31,karyawan_swasta,850,baik,2024-12-09
840,990090497,Elaine Rastall,29377 Vidon Court,13000000,15000000,20,wirausaha,733,baik,2025-07-19
841,935615266,Rudolph Lovick,5 Graedel Junction,5000000,6000000,34,karyawan_swasta,675,baik,2025-02-18
842,908109468,Mollee Owthwaite,6 Atwood Trail,12000000,13000000,26,wirausaha,802,baik,2025-01-30
843,998179307,Lynn Carlile,00163 Starling Drive,8000000,7000000,59,wirausaha,746,baik,2025-06-03
844,975183054,Lynnette Ambage,5701 Village Circle,11000000,12000000,18,karyawan_swasta,546,buruk,2025-06-07
845,919632611,Dennet Dannatt,7877 Memorial Place,11000000,9000000,38,wirausaha,735,baik,2024-12-02
846,931106514,Shelli Digan,5 Coleman Crossing,12000000,14000000,28,karyawan_swasta,705,baik,2024-12-05
847,993892994,Galina Rives,83615 Hudson Crossing,11000000,9000000,28,wirausaha,594,baik,2024-09-22
848,980795128,Andy Welbelove,810 Maywood Road,13000000,16000000,18,karyawan_swasta,759,baik,2024-11-05
849,946835767,Simon Tedahl,1618 Pennsylvania Street,11000000,13000000,35,wirausaha,695,baik,2024-09-20
850,923624339,Allister Garvey,8230 Carpenter Pass,14000000,16000000,18,karyawan_swasta,734,baik,2024-10-09
851,982292045,Markos Blackborne,7906 Warner Avenue,10000000,11000000,24,pns,529,buruk,2025-03-21
852,967190659,Ronnie Hyndman,9750 5th Court,12000000,11000000,43,pns,730,baik,2024-10-08
853,992225482,Courtney Marriot,19628 Columbus Road,12000000,14000000,48,wirausaha,668,baik,2025-08-18
854,968967823,Marrissa Ondrak,66 Norway Maple Alley,10000000,12000000,20,wirausaha,636,baik,2025-02-22
855,941919752,Sheena Girk,71 West Place,12000000,14000000,28,karyawan_swasta,696,baik,2024-11-04
856,947974765,Shelly McGuiney,3 Bunting Way,11000000,10000000,20,karyawan_swasta,708,baik,2025-03-20
857,967090563,Charla Gullefant,152 Macpherson Alley,10000000,8000000,24,pns,633,baik,2025-07-02
858,934845013,Warner Beteriss,35 5th Alley,6000000,5000000,42,karyawan_swasta,724,baik,2025-08-14
859,957282384,Cybill Roycroft,06 Corry Way,9000000,10000000,52,wirausaha,850,baik,2025-07-01
860,979026754,Annemarie Dabinett,9 Anderson Hill,10000000,12000000,40,karyawan_swasta,663,baik,2025-03-13
861,921430998,Marlene Boshere,934 Dayton Avenue,12000000,14000000,48,karyawan_swasta,814,baik,2024-12-14
862,940892543,Rubin Pittford,7672 Drewry Road,10000000,11000000,41,karyawan_swasta,506,buruk,2025-07-07
863,902963383,Kerrin Warmisham,781 Schmedeman Terrace,18000000,21000000,40,wirausaha,668,baik,2024-12-12
864,937896291,Davine Gosnall,3 Farmco Center,5000000,4000000,36,pns,740,baik,2025-05-31
865,994964009,Timi Wheeldon,9 Warbler Crossing,8000000,7000000,38,wirausaha,561,buruk,2025-07-25
866,986140390,Gwen O'Looney,55 Schurz Lane,5000000,6000000,30,wirausaha,621,baik,2025-01-25
867,943499502,Jim Harby,659 Pond Drive,10000000,12000000,31,karyawan_swasta,609,baik,2024-10-04
868,913473394,Arlen Burfoot,8920 Macpherson Parkway,11000000,13000000,18,pns,613,baik,2024-09-27
869,991991037,Langsdon Viveash,925 Kennedy Court,17000000,15000000,18,pns,804,baik,2025-08-23
870,985351058,Llewellyn Noddings,079 Hollow Ridge Crossing,9000000,8000000,49,wirausaha,732,baik,2025-03-20
871,907023249,Amelie De Metz,0 Holmberg Crossing,16000000,13000000,35,karyawan_swasta,699,buruk,2025-04-15
872,985030233,Belinda Spackman,09655 Warrior Road,5000000,4000000,31,wirausaha,730,baik,2025-07-08
873,995097490,Geno Wemm,432 Mayer Park,8000000,9000000,18,wirausaha,488,baik,2025-04-13
874,963667546,Ines Vowden,108 Summer Ridge Alley,10000000,12000000,44,wirausaha,753,baik,2025-07-12
875,980962585,Skyler Worsell,407 Hauk Point,7000000,8000000,32,karyawan_swasta,850,baik,2024-12-02
876,932974550,Gillie Exeter,7 Ramsey Hill,16000000,18000000,47,wirausaha,727,baik,2024-12-14
877,943403152,Aksel Reckless,1743 Esch Terrace,8000000,9000000,52,karyawan_swasta,497,baik,2025-06-18
878,932555391,Augie Burvill,11 Dovetail Terrace,10000000,12000000,20,wirausaha,712,baik,2025-08-27
879,970056525,Aurilia Cockerham,02 Independence Lane,14000000,16000000,25,karyawan_swasta,774,baik,2025-08-03
880,920733008,Berti Simanek,5895 Manitowish Hill,13000000,11000000,40,wirausaha,770,baik,2025-02-04
881,914676553,Weston Rickert,124 Weeping Birch Center,9000000,10000000,44,wirausaha,839,baik,2025-05-30
882,938746377,Rita Attack,87148 Golf View Way,11000000,13000000,43,karyawan_swasta,850,baik,2025-01-18
883,922431315,Rand Stienham,02664 Cody Terrace,15000000,12000000,57,wirausaha,601,baik,2025-06-03
884,919896886,Linnea Colecrough,2 Mariners Cove Road,8000000,7000000,32,wirausaha,781,baik,2025-06-06
885,928269768,Prinz Offord,378 Carberry Crossing,14000000,11000000,39,karyawan_swasta,692,buruk,2024-10-25
886,995062566,Dot Fiddeman,9352 Holmberg Road,10000000,11000000,35,karyawan_swasta,730,baik,2025-05-15
887,910828480,Batsheva Burr,8 Mallory Terrace,6000000,7000000,50,wirausaha,678,baik,2025-04-09
888,913422014,Eileen Caroli,66 Lerdahl Crossing,9000000,11000000,34,wirausaha,844,baik,2025-02-07
889,944085271,Kari Loblie,639 Dryden Plaza,11000000,13000000,23,karyawan_swasta,599,baik,2024-09-20
890,917835109,Darell Acuna,68454 Weeping Birch Alley,10000000,11000000,47,wirausaha,618,buruk,2024-12-20
891,930854498,Ignace Danilishin,65774 Northport Parkway,12000000,14000000,34,wirausaha,653,baik,2025-04-24
892,942542421,James McGinley,7 Carberry Alley,7000000,6000000,34,pns,618,baik,2025-05-10
893,995988699,Carina Poznanski,52027 Derek Plaza,6000000,7000000,52,karyawan_swasta,684,baik,2025-01-20
894,975029830,Venus Martin,2856 Kropf Avenue,10000000,12000000,40,wirausaha,818,baik,2025-07-24
895,934019155,Greta Lammert,630 Montana Junction,17000000,20000000,18,karyawan_swasta,655,baik,2025-08-07
896,951570737,Judd Domelow,070 Rigney Street,11000000,9000000,58,pns,760,baik,2025-07-19
897,901482370,Clemmie Kitlee,3 Declaration Center,8000000,6000000,44,wirausaha,637,baik,2025-01-10
898,935785950,Debi Dolley,2701 Nova Center,13000000,15000000,30,karyawan_swasta,711,baik,2025-06-25
899,981229949,Valencia Haggata,4712 Thierer Road,9000000,8000000,26,wirausaha,786,baik,2025-03-18
900,975190662,Estele Oakey,9254 Kim Point,10000000,12000000,27,wirausaha,758,baik,2025-04-20
901,959239243,Ellette Allmond,9 Westport Place,10000000,11000000,56,wirausaha,561,baik,2024-09-16
902,968798706,Keary Harlett,1 Mariners Cove Pass,7000000,8000000,50,pns,703,baik,2025-01-03
903,901076473,Brita Chilles,3661 Westerfield Point,12000000,14000000,40,wirausaha,764,baik,2024-10-24
904,909243446,Feodora Coupar,20 Drewry Plaza,12000000,10000000,31,pns,747,baik,2024-12-06
905,909128920,Rosalie Kelberer,17 Bowman Park,8000000,7000000,34,wirausaha,632,baik,2025-02-21
906,940530372,Shaun McNeilley,176 Toban Pass,12000000,14000000,45,wirausaha,850,baik,2025-07-15
907,960322590,Cary Dockray,820 Northridge Circle,18000000,21000000,50,wirausaha,684,baik,2025-04-04
908,962426511,Torr Rawe,8 Banding Place,15000000,13000000,25,wirausaha,670,baik,2025-01-19
909,954977884,Zabrina McDermot,9399 Russell Parkway,13000000,15000000,26,wirausaha,700,baik,2024-12-06
910,958708248,Chariot Liddy,16269 Ruskin Park,6000000,7000000,31,wirausaha,666,buruk,2024-12-12
911,938741101,Cassius Bordes,6 La Follette Terrace,9000000,10000000,28,wirausaha,601,buruk,2025-04-10
912,955237923,Yorke Ottawell,66770 Fairfield Alley,10000000,9000000,62,pns,649,buruk,2025-09-12
913,976309758,Harmonia Boeck,11719 Hoard Crossing,14000000,12000000,51,wirausaha,660,baik,2024-10-12
914,941245306,Igor Airton,12 Petterle Point,7000000,8000000,38,karyawan_swasta,694,baik,2025-01-19
915,936920853,Samantha Rosenfeld,57 Comanche Terrace,8000000,7000000,23,wirausaha,638,baik,2025-05-19
916,902952568,Jennifer Strafford,03 Colorado Terrace,9000000,11000000,27,wirausaha,740,baik,2025-03-05
917,986417704,Albina Padillo,1 Basil Road,9000000,10000000,38,pns,559,baik,2024-12-23
918,991521429,Nannette de Chastelain,4 Pearson Plaza,9000000,10000000,51,wirausaha,659,baik,2024-12-13
919,945285151,Jammie Paulon,0 Schlimgen Alley,12000000,14000000,33,karyawan_swasta,757,baik,2025-05-05
920,976417432,Kessia Fewtrell,7600 Washington Parkway,5000000,6000000,33,wirausaha,680,baik,2025-05-02
921,958432018,Penn Yoselevitch,207 Gina Road,10000000,11000000,33,wirausaha,721,baik,2025-06-16
922,949801114,Daffi Vondrach,0563 1st Point,11000000,12000000,20,karyawan_swasta,701,baik,2025-06-28
923,924952225,Cass Stothart,3517 Leroy Road,8000000,9000000,49,wirausaha,781,baik,2025-08-03
924,989058086,Galvan Pickrell,98430 Alpine Court,11000000,13000000,19,wirausaha,618,baik,2024-11-13
925,909071009,Francene Breen,36395 Comanche Junction,11000000,13000000,18,wirausaha,617,baik,2024-11-11
926,969420935,Bev Angell,83838 Sunbrook Street,9000000,10000000,18,wirausaha,675,baik,2025-07-06
927,933485968,Ches Bushel,57410 Amoth Alley,11000000,12000000,37,wirausaha,758,buruk,2025-07-09
928,925327222,Kessia Behnecke,2709 Clemons Lane,11000000,9000000,33,wirausaha,780,baik,2025-04-27
929,915799083,Arlin Luberto,3697 Nobel Pass,6000000,7000000,22,karyawan_swasta,697,baik,2025-01-25
930,918070390,Francesca Geraldo,918 Evergreen Parkway,9000000,8000000,18,karyawan_swasta,699,baik,2024-12-17
931,928167620,Phil Yitzhakov,64009 Havey Avenue,14000000,16000000,56,wirausaha,804,baik,2024-11-02
932,939844251,Lari Jakubovits,3315 Oakridge Parkway,13000000,16000000,34,karyawan_swasta,677,baik,2024-09-22
933,962473848,Teador Fensome,78 Burning Wood Avenue,9000000,10000000,44,pns,729,baik,2025-05-20
934,981031742,Nikolai Tomasoni,69 Saint Paul Avenue,10000000,12000000,29,wirausaha,638,baik,2025-05-02
935,958070610,Wadsworth Wenger,129 Meadow Valley Street,13000000,11000000,19,wirausaha,763,baik,2025-07-06
936,967277576,Krystle Blint,21 Morningstar Junction,13000000,15000000,31,karyawan_swasta,577,baik,2025-09-02
937,919444335,Tiebold Dingivan,76455 Springview Terrace,13000000,15000000,42,karyawan_swasta,654,baik,2025-05-19
938,950787995,Kerrie Krienke,98092 Arapahoe Street,10000000,9000000,35,karyawan_swasta,548,buruk,2025-02-03
939,995445149,Scarface Richfield,35 Vernon Hill,7000000,8000000,40,wirausaha,574,baik,2025-03-07
940,998909180,Nicholas Statton,73 Lakeland Hill,6000000,7000000,47,karyawan_swasta,696,baik,2025-05-18
941,990308092,Gweneth Monelle,84 Larry Place,10000000,11000000,40,wirausaha,683,baik,2024-11-16
942,902774718,Mac Shillabeer,94629 Ohio Lane,5000000,6000000,41,wirausaha,640,baik,2025-09-02
943,956652490,Lolly Rathe,12 8th Point,13000000,15000000,35,wirausaha,696,baik,2025-07-22
944,972780687,Esme Redgrove,45 Butterfield Alley,8000000,9000000,25,karyawan_swasta,689,baik,2025-09-01
945,907768118,Shara Wadworth,61 Anzinger Place,7000000,6000000,28,pns,722,baik,2024-10-23
946,923207127,Midge Olorenshaw,5566 Magdeline Parkway,7000000,8000000,43,pns,680,baik,2025-01-21
947,989847659,Say Eicke,090 Hovde Avenue,9000000,8000000,54,wirausaha,682,buruk,2024-09-26
948,928874413,Roslyn Moral,0 Sullivan Pass,15000000,18000000,23,wirausaha,665,baik,2024-12-14
949,952566042,Beverie Tutchener,5 Melody Pass,7000000,8000000,40,karyawan_swasta,704,baik,2025-06-11
950,959981625,Fran Jodlowski,1 Jackson Alley,11000000,13000000,36,wirausaha,640,baik,2024-10-25
951,907310243,Starla Linne,76212 Vera Way,10000000,8000000,35,wirausaha,735,buruk,2025-06-03
952,998691975,Baillie Reede,1 Kinsman Court,13000000,11000000,41,wirausaha,837,baik,2025-02-01
953,958873424,Gizela Haack,9 Nevada Terrace,6000000,5000000,44,wirausaha,761,baik,2025-09-06
954,921057599,Tristam Quiddington,87627 Towne Alley,14000000,12000000,28,wirausaha,741,buruk,2024-12-07
955,919843437,Chiarra Fynan,88 Oak Valley Crossing,12000000,11000000,18,wirausaha,693,baik,2025-05-24
956,922290110,Mildred Milbank,607 Monica Center,12000000,14000000,34,wirausaha,584,buruk,2025-08-18
957,905255017,Dominik Sackett,6 Harper Alley,12000000,14000000,33,karyawan_swasta,635,baik,2025-06-29
958,989558100,Meg Crosdill,14 Rowland Trail,7000000,8000000,24,karyawan_swasta,781,baik,2025-09-15
959,909525519,Penrod Bossom,308 Longview Plaza,6000000,7000000,55,wirausaha,674,baik,2025-03-24
960,960800622,Oberon Robertot,0370 Rutledge Park,5000000,6000000,54,wirausaha,675,baik,2025-07-23
961,929219405,Petronia Cressingham,92 Hazelcrest Place,10000000,12000000,38,pns,661,baik,2024-09-27
962,912691778,Bee Kepe,13 Melvin Junction,6000000,7000000,36,wirausaha,631,baik,2025-04-23
963,900019955,Odie Tichner,344 Sunnyside Avenue,9000000,8000000,50,wirausaha,663,baik,2024-10-16
964,988837630,Bone Latty,79150 4th Court,9000000,11000000,41,wirausaha,653,baik,2025-06-12
965,989097288,Karlyn De Brett,4 Stephen Plaza,8000000,7000000,35,karyawan_swasta,738,baik,2024-12-08
966,990500664,Jinny Pickthorn,24 Kedzie Way,13000000,15000000,18,karyawan_swasta,586,buruk,2025-07-03
967,983284375,Wrennie Wooderson,7655 Blackbird Parkway,14000000,12000000,29,karyawan_swasta,755,baik,2025-08-12
968,976289918,Granville Harpur,20195 Forest Dale Pass,10000000,12000000,40,wirausaha,778,baik,2024-09-20
969,999017498,Clementius Ockwell,584 Weeping Birch Center,13000000,11000000,61,wirausaha,579,buruk,2025-04-12
970,998483763,Raina Seilmann,69511 Algoma Terrace,12000000,13000000,55,wirausaha,765,baik,2025-01-09
971,987985658,Brittany Benninck,74 Norway Maple Circle,9000000,7000000,23,karyawan_swasta,694,baik,2025-01-07
972,960292698,Nichol Sent,743 Bunting Lane,5000000,6000000,19,wirausaha,765,baik,2024-11-14
973,935570738,Claudette Pozzi,042 Cascade Plaza,9000000,10000000,36,wirausaha,606,baik,2024-12-06
974,901095038,Sheri Boyles,290 Lindbergh Hill,6000000,5000000,28,karyawan_swasta,701,baik,2024-11-07
975,942113945,Ulrica Tilney,9 Cherokee Place,11000000,12000000,40,karyawan_swasta,789,baik,2025-06-10
976,919687378,Bernete Fessier,3 Fremont Court,9000000,10000000,40,wirausaha,708,baik,2025-07-02
977,983704593,Danie Stebbins,3695 Carioca Road,11000000,13000000,32,wirausaha,716,baik,2025-09-13
978,934104503,Laure Fayers,7 Straubel Way,11000000,12000000,43,wirausaha,619,buruk,2024-10-03
979,924525964,Wendie Jancso,0 Chinook Court,12000000,10000000,44,karyawan_swasta,758,baik,2025-07-08
980,904140956,Shellie Bough,13249 Riverside Circle,5000000,6000000,31,pns,653,buruk,2025-02-14
981,969559017,Kim Miguet,77524 Kings Road,7000000,8000000,25,karyawan_swasta,648,buruk,2025-04-03
982,911812861,Virgie Origan,8 Talmadge Crossing,13000000,15000000,43,wirausaha,694,baik,2025-02-17
983,947888750,Kylie Arnett,4744 Magdeline Park,9000000,8000000,39,karyawan_swasta,618,buruk,2024-12-07
984,947889163,Marilyn Varndall,7175 Manitowish Avenue,9000000,11000000,20,karyawan_swasta,769,baik,2025-05-06
985,903233052,Lois Sycamore,9 Scoville Place,10000000,12000000,38,wirausaha,721,baik,2025-03-19
986,944059713,Jo-anne Beedon,711 Larry Avenue,13000000,11000000,46,pns,763,baik,2024-10-06
987,929947991,Rowney Bartosch,04413 Vidon Road,11000000,13000000,47,pns,628,baik,2024-10-24
988,941040988,Carlotta Silvers,945 Forster Crossing,6000000,7000000,18,wirausaha,659,baik,2025-04-19
989,904189201,Davita Drable,875 Ohio Parkway,16000000,19000000,51,karyawan_swasta,597,baik,2024-12-14
990,932770556,Godfrey Keepence,71276 Prairie Rose Junction,12000000,13000000,36,karyawan_swasta,646,buruk,2025-06-19
991,942843347,Hermia Mulcock,7 Cordelia Street,10000000,12000000,31,karyawan_swasta,717,baik,2024-12-09
992,972363112,Maryann McQuillan,47199 Donald Trail,8000000,9000000,21,wirausaha,665,baik,2025-01-17
993,971013169,Mickie Vell,821 Mayer Parkway,11000000,12000000,34,wirausaha,621,baik,2025-04-15
994,949970092,Sheffield Tapsell,70 Eastlawn Parkway,7000000,8000000,46,wirausaha,850,baik,2025-07-17
995,956612721,Marci Shillinglaw,0 Northland Court,9000000,11000000,30,karyawan_swasta,661,baik,2024-10-21
996,940505243,Vidovic Faulds,728 Jay Hill,11000000,13000000,18,karyawan_swasta,675,baik,2024-11-09
997,912572064,Olive Szymanzyk,47 Bunker Hill Crossing,10000000,11000000,50,pns,622,baik,2025-01-19
998,953872642,Che de Guise,65917 Algoma Plaza,9000000,11000000,26,wirausaha,676,baik,2025-09-12
999,940155565,Cullan Murrell,951 Jenifer Avenue,13000000,14000000,18,karyawan_swasta,638,baik,2025-05-01
1000,962114758,Olympie Pursehouse,52512 Colorado Lane,10000000,12000000,38,wirausaha,716,baik,2024-10-01
